time_s,measured_voltage_V,predicted_voltage_V,measured_temperature_C,predicted_temperature_C,covered,split,prediction_kind
0.0,4.1232,4.068256620154091,24.9,24.899999999999977,True,prefix,SPM_with_SPMe_parameters
1.0,4.1232,4.0600590068325495,24.9,24.902231145684198,True,prefix,SPM_with_SPMe_parameters
2.0,4.1176,4.055013867211812,24.9,24.90445481944124,True,prefix,SPM_with_SPMe_parameters
3.0,4.1136,4.051280491162535,24.9,24.906673476776064,True,prefix,SPM_with_SPMe_parameters
4.0,4.1102,4.048237376076449,24.9,24.90888797954682,True,prefix,SPM_with_SPMe_parameters
5.0,4.1074,4.045626648048592,24.7,24.911098813475917,True,prefix,SPM_with_SPMe_parameters
6.0,4.1046,4.043318741745546,24.9,24.913306301579325,True,prefix,SPM_with_SPMe_parameters
7.0,4.1021,4.041235803583329,24.9,24.915510681799276,True,prefix,SPM_with_SPMe_parameters
8.0,4.1,4.03932993998882,24.9,24.917712135279487,True,prefix,SPM_with_SPMe_parameters
9.0,4.0981,4.037569560313549,24.7,24.91991080494978,True,prefix,SPM_with_SPMe_parameters
10.0,4.0959,4.035930748296403,24.9,24.922106810240166,True,prefix,SPM_with_SPMe_parameters
11.0,4.0944,4.034395132515075,24.9,24.924300252742512,True,prefix,SPM_with_SPMe_parameters
12.0,4.0925,4.032948754948234,24.9,24.92649121970794,True,prefix,SPM_with_SPMe_parameters
13.0,4.0913,4.031581131285504,24.9,24.92867978566926,True,prefix,SPM_with_SPMe_parameters
14.0,4.0891,4.030283582662286,24.9,24.93086601668699,True,prefix,SPM_with_SPMe_parameters
15.0,4.0879,4.029049309076188,24.9,24.93304997035648,True,prefix,SPM_with_SPMe_parameters
16.0,4.0863,4.027872483006747,24.9,24.93523169847026,True,prefix,SPM_with_SPMe_parameters
17.0,4.0848,4.026747845502577,24.9,24.93741124905449,True,prefix,SPM_with_SPMe_parameters
18.0,4.0838,4.025671051482559,24.9,24.939588665439317,True,prefix,SPM_with_SPMe_parameters
19.0,4.0823,4.024638360320087,24.9,24.941763986981243,True,prefix,SPM_with_SPMe_parameters
20.0,4.0811,4.023646538085212,24.9,24.943937250085867,True,prefix,SPM_with_SPMe_parameters
21.0,4.0798,4.022692649399761,24.9,24.946108488963375,True,prefix,SPM_with_SPMe_parameters
22.0,4.0786,4.021774416566565,24.9,24.94827773328649,True,prefix,SPM_with_SPMe_parameters
23.0,4.0776,4.020889480657672,24.9,24.950445012783803,True,prefix,SPM_with_SPMe_parameters
24.0,4.0764,4.020035995662966,24.9,24.952610353324474,True,prefix,SPM_with_SPMe_parameters
25.0,4.0755,4.019212281121937,24.9,24.954773779256982,True,prefix,SPM_with_SPMe_parameters
26.0,4.0742,4.0184165627419794,24.9,24.956935315226417,True,prefix,SPM_with_SPMe_parameters
27.0,4.0727,4.017647575341489,24.9,24.959094981661565,True,prefix,SPM_with_SPMe_parameters
28.0,4.0718,4.016903805623157,24.9,24.961252800957595,True,prefix,SPM_with_SPMe_parameters
29.0,4.0708,4.016184130054572,24.9,24.96340879167309,True,prefix,SPM_with_SPMe_parameters
30.0,4.0696,4.015487363189531,24.9,24.96556297328482,True,prefix,SPM_with_SPMe_parameters
31.0,4.0687,4.014812484458554,24.9,24.967715363199943,True,prefix,SPM_with_SPMe_parameters
32.0,4.068,4.014158534169633,24.9,24.969865978311077,True,prefix,SPM_with_SPMe_parameters
33.0,4.0668,4.013524623136575,24.9,24.972014834765275,True,prefix,SPM_with_SPMe_parameters
34.0,4.0662,4.0129099453893655,24.9,24.974161947576874,True,prefix,SPM_with_SPMe_parameters
35.0,4.0649,4.0123137197539345,24.7,24.976307331577914,True,prefix,SPM_with_SPMe_parameters
36.0,4.064,4.011735259359156,24.9,24.978451000298264,True,prefix,SPM_with_SPMe_parameters
37.0,4.0631,4.011173832467137,24.9,24.980592968027963,True,prefix,SPM_with_SPMe_parameters
38.0,4.0625,4.010628853186691,24.9,24.98273324691951,True,prefix,SPM_with_SPMe_parameters
