time_s,cell,soc,voltage_V,temperature_K,requested_current_A,applied_current_A,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,soc_std,team_reward
0.0,1,0.1,3.2403131571376047,298.15,0.0,0.0,3.2403131571376047,3.2403131571376047,298.15,0.0816496580927726,0.0
0.0,2,0.2,3.4657518487146826,298.15,0.0,0.0,3.4657518487146826,3.4657518487146826,298.15,0.0816496580927726,0.0
0.0,3,0.3,3.532250151628957,298.15,0.0,0.0,3.532250151628957,3.532250151628957,298.15,0.0816496580927726,0.0
90.0,1,0.1224903852975385,3.509312685096231,298.3964737914703,4.0,4.0,3.455958875974614,3.509312685096231,298.3964737914703,0.08165383571267783,-3.8326917856338913
90.0,2,0.22424252389621332,3.658310383737425,298.5669093384661,4.0,4.0,3.629266233277863,3.658310383737425,298.5669093384661,0.08165383571267783,-3.8326917856338913
90.0,3,0.32249038529753665,3.720336508407974,298.3646907916424,4.0,4.0,3.690605631319827,3.720336508407974,298.3646907916424,0.08165383571267783,-3.8326917856338913
180.0,1,0.1449807705950775,3.5576606745185524,298.65016174151714,4.0,4.0,3.5359254384103265,3.5576606745185524,298.65016174151714,0.0816663672901656,-3.83331836450828
180.0,2,0.24848504779242667,3.689122242628712,298.9740565715318,4.0,4.0,3.6741775748287373,3.689122242628712,298.9740565715318,0.0816663672901656,-3.83331836450828
180.0,3,0.3449807705950747,3.7475452056653387,298.58566535048703,4.0,4.0,3.7347962152197427,3.7475452056653387,298.58566535048703,0.0816663672901656,-3.83331836450828
270.0,1,0.16747115589261652,3.5845938576205647,298.89594490101274,4.0,4.0,3.5720389011015086,3.5845938576205647,298.89594490101274,0.08168724898051326,-3.8343624490256625
270.0,2,0.2727275716886399,3.717899623471652,299.3435039671169,4.0,4.0,3.703525386893446,3.717899623471652,299.3435039671169,0.08168724898051326,-3.8343624490256625
270.0,3,0.367471155892613,3.768206337041951,298.79664686516077,4.0,4.0,3.75813832000802,3.768206337041951,298.79664686516077,0.08168724898051326,-3.8343624490256625
360.0,1,0.18996154119015557,3.604284316544833,299.13399319382404,4.0,4.0,3.5946677057962817,3.604284316544833,299.13399319382404,0.08171647438239968,-3.8358237191199835
360.0,2,0.2969700955848532,3.7459081483024663,299.67755793915177,4.0,4.0,3.7320104343142737,3.7459081483024663,299.67755793915177,0.08171647438239968,-3.8358237191199835
