iteration,best_objective,solver_failures,evaluations
0,26.431774974595292,0,20
1,26.431774974595292,0,40
2,19.12963814903617,0,60
3,9.148631024177039,0,80
4,9.148631024177039,0,100
5,6.135710856397435,0,120
6,6.135710856397435,0,140
7,6.135710856397435,0,160
8,5.602129586727423,0,180
9,3.5759331448363336,0,200
10,2.9936992946582697,0,220
11,2.8643049855719616,0,240
12,2.8643049855719616,0,260
13,2.8643049855719616,0,280
14,2.8643049855719616,0,300
15,2.8643049855719616,0,320
16,2.6055837975225646,0,340
17,2.280035522105118,0,360
18,2.280035522105118,0,380
19,2.280035522105118,0,400
20,2.203471235076427,0,420
21,2.202516681239918,0,440
22,1.9931907582690003,0,460
23,1.9133883923414143,0,480
24,1.8473933852425595,0,500
25,1.8473933852425595,0,520
26,1.8473933852425595,0,540
27,1.8473933852425595,0,560
28,1.8473933852425595,0,580
29,1.8473933852425595,0,600
30,1.825693710989696,0,620
31,1.825693710989696,0,640
32,1.8234777375726305,0,660
33,1.8234777375726305,0,680
34,1.8234777375726305,0,700
35,1.8207447729086335,0,720
36,1.8189428633020732,0,740
37,1.8189428633020732,0,760
38,1.8182495645645187,0,780
39,1.8182495645645187,0,800
40,1.8182495645645187,0,820
41,1.8172352587035936,0,840
42,1.8172352587035936,0,860
43,1.817065349567435,0,880
44,1.817065349567435,0,900
45,1.817065349567435,0,920
46,1.8168917793152324,0,940
47,1.8168917793152324,0,960
48,1.8168917793152324,0,980
49,1.8166848424373707,0,1000
50,1.816456534156802,0,1020
