iteration,best_objective,solver_failures,evaluations
0,40.834344984546675,0,20
1,28.832350776906033,0,40
2,23.19828665371073,0,60
3,10.789065078187804,0,80
4,2.7229806480414753,0,100
5,2.7229806480414753,0,120
6,2.7229806480414753,0,140
7,2.3460966211493686,0,160
8,2.3460966211493686,0,180
9,2.3460966211493686,0,200
10,2.3460966211493686,0,220
11,2.3460966211493686,0,240
12,2.3460966211493686,0,260
13,2.3460966211493686,0,280
14,2.3460966211493686,0,300
15,2.3460966211493686,0,320
16,2.3460966211493686,0,340
17,2.3460966211493686,0,360
18,2.2985845580635895,0,380
19,2.2985845580635895,0,400
20,2.2985845580635895,0,420
21,2.2985845580635895,0,440
22,2.2985845580635895,0,460
23,2.2985845580635895,0,480
24,2.2985845580635895,0,500
25,2.2985845580635895,0,520
26,2.2916525622551354,0,540
27,2.238888722503879,0,560
28,2.238888722503879,0,580
29,2.238888722503879,0,600
30,2.238888722503879,0,620
31,2.238888722503879,0,640
32,2.23181787606584,0,660
33,2.23181787606584,0,680
34,2.23181787606584,0,700
35,2.23181787606584,0,720
36,2.23181787606584,0,740
37,2.23181787606584,0,760
38,2.23181787606584,0,780
39,2.230965202019354,0,800
40,2.230965202019354,0,820
41,2.230965202019354,0,840
42,2.230965202019354,0,860
43,2.230965202019354,0,880
44,2.230965202019354,0,900
45,2.2305336571358456,0,920
46,2.2300121189846718,0,940
47,2.2300121189846718,0,960
48,2.2300121189846718,0,980
49,2.2300121189846718,0,1000
50,2.2300121189846718,0,1020
