episode,reward,loss,epsilon
53,-85.08628302304015,0.5850702524185181,0.466875
54,-106.18705944099746,0.4998331367969513,0.46625
55,-83.6426468634914,0.5710273385047913,0.465625
56,-94.22807928833492,0.5269365310668945,0.46499999999999997
57,-171.6066207558858,0.5471984148025513,0.464375
58,-94.66165662575052,0.5044460892677307,0.46375
59,-168.52275358963692,0.5715180039405823,0.463125
60,-72.70848632805502,0.5609703063964844,0.4625
61,-110.72627930201332,0.559062123298645,0.461875
62,-95.37542494642675,0.4545656144618988,0.46125
63,-80.792983960979,0.5044796466827393,0.460625
64,-90.11593132525002,0.5602487325668335,0.46
65,-83.73503238929511,0.5442391037940979,0.459375
66,-103.67043548143991,0.5877271294593811,0.45875
67,-116.88597083290765,0.7028252482414246,0.458125
68,-93.47547991192974,0.6771113276481628,0.4575
69,-97.25325094339554,0.6288542747497559,0.45687500000000003
70,-166.26419747665193,0.6713314056396484,0.45625
71,-87.97394666925184,0.5758338570594788,0.455625
72,-126.7945979075368,0.48592299222946167,0.455
73,-138.09577283835247,0.6552150249481201,0.454375
74,-134.58317875371378,0.6186943650245667,0.45375
75,-144.0480783250814,0.6636583209037781,0.453125
76,-93.24416905667427,0.7160943150520325,0.4525
77,-148.07491336561233,0.5574843287467957,0.451875
78,-97.7265954034676,0.5487594604492188,0.45125
79,-88.07495250540474,0.682857871055603,0.450625
80,-87.46170985037412,0.5588484406471252,0.45
81,-94.46432045884946,0.7029297947883606,0.44937499999999997
82,-188.95527807150071,0.5591815710067749,0.44875
83,-87.23052297095194,0.715705931186676,0.448125
84,-128.99196596093427,0.611662745475769,0.4475
85,-107.03095190072374,0.573040783405304,0.446875
86,-118.98276379571536,0.45456525683403015,0.44625
87,-113.6416603086183,0.6229638457298279,0.445625
88,-102.92953680944571,0.5508708953857422,0.445
89,-92.56543535352503,0.5074180364608765,0.444375
90,-96.1982570377623,0.4936502277851105,0.44375
91,-114.46351078059928,0.5114724040031433,0.443125
92,-91.85105067605542,0.5240743160247803,0.4425
93,-87.31957197728696,0.5237074494361877,0.441875
94,-82.78087103051008,0.5333265066146851,0.44125000000000003
95,-120.08452308078297,0.4914054572582245,0.440625
96,-96.91780374032936,0.5617092847824097,0.44
97,-111.65117349984709,0.5560289025306702,0.439375
98,-73.67248358864637,0.5444918274879456,0.43875
99,-138.70776167227464,0.6385453939437866,0.438125
100,-67.98335205540258,0.5123259425163269,0.4375
101,-86.90371342677066,0.4868670105934143,0.436875
102,-98.80205161573775,0.5361034870147705,0.43625
103,-89.34654923438211,0.5201926827430725,0.435625
104,-108.55284125340413,0.5463725924491882,0.435
105,-87.98321816895002,0.4981514811515808,0.434375
106,-146.70224441557363,0.5556246042251587,0.43374999999999997
107,-108.10154429209402,0.49812063574790955,0.433125
108,-107.10438566224593,0.5288642644882202,0.4325
109,-120.09069779623573,0.5179480314254761,0.431875
110,-108.39463509018404,0.4552918076515198,0.43125
111,-86.20612735139242,0.48348307609558105,0.430625
112,-85.55217638534926,0.5286327004432678,0.43
113,-103.62735638225882,0.5051965117454529,0.429375
114,-141.42053025339484,0.5616900324821472,0.42875
115,-132.7430677796908,0.5431089401245117,0.428125
116,-67.94524850286984,0.5191296935081482,0.4275
117,-104.08954150036091,0.49803099036216736,0.426875
118,-85.29574785484564,0.4699578583240509,0.42625
119,-75.82635162256678,0.4515889883041382,0.42562500000000003
120,-116.2505723408731,0.5497270822525024,0.425
121,-91.72491473427083,0.5321629047393799,0.424375
122,-76.6580870919276,0.5350719094276428,0.42375
123,-98.54577753386425,0.47878706455230713,0.423125
124,-97.20136766341084,0.5255204439163208,0.4225
125,-100.45680578597576,0.5071814060211182,0.421875
126,-109.03013325126678,0.4136674106121063,0.42125
127,-67.43637849496648,0.4550579786300659,0.420625
128,-116.61370236259391,0.46486029028892517,0.42
129,-88.15570199804733,0.5094503164291382,0.419375
130,-87.75676588573516,0.5355486273765564,0.41875
131,-144.5149443211933,0.5083714127540588,0.41812499999999997
132,-79.7560568017331,0.4161168336868286,0.4175
133,-86.9764942850265,0.5312497019767761,0.416875
134,-106.85716481133073,0.5181534290313721,0.41625
135,-105.60668317402823,0.4688664376735687,0.415625
136,-75.88423277667798,0.49973949790000916,0.415
137,-130.25446443417218,0.4224311113357544,0.414375
138,-100.84984969742425,0.4823380410671234,0.41375
139,-116.19136745859723,0.47356030344963074,0.413125
140,-103.18554005080809,0.5308825969696045,0.4125
141,-92.16457947801095,0.4470517933368683,0.411875
142,-79.3116722260889,0.4355345368385315,0.41125
143,-87.21842339841207,0.4658936560153961,0.410625
144,-112.28515004117087,0.43428322672843933,0.41000000000000003
145,-101.39014318537471,0.4764634668827057,0.409375
146,-103.65400893167526,0.4654461741447449,0.40875
147,-114.20980929761784,0.45422014594078064,0.408125
148,-76.64517951592656,0.4479549527168274,0.4075
149,-85.73941943269402,0.41250914335250854,0.406875
150,-90.61335367760678,0.4546586573123932,0.40625
151,-83.4325456869858,0.4553925693035126,0.405625
152,-99.0946570625999,0.4433654844760895,0.405
153,-107.73390705144806,0.40411269664764404,0.404375
154,-97.40230301935026,0.415778785943985,0.40375
155,-94.77163412568983,0.4316004514694214,0.403125
156,-76.07800265159761,0.4237595796585083,0.40249999999999997
157,-74.31023293788071,0.4321911334991455,0.401875
158,-85.15325293515183,0.3943732678890228,0.40125
159,-87.98760657635057,0.427147775888443,0.400625
160,-85.02769939770505,0.4139867126941681,0.4
161,-81.73781562199126,0.4163402020931244,0.399375
162,-100.10401513659556,0.34259605407714844,0.39875
163,-96.83029260375307,0.395039439201355,0.398125
164,-70.81575804041655,0.38074439764022827,0.3975
165,-89.44136387966867,0.3758786618709564,0.396875
166,-87.70099112211493,0.4012908339500427,0.39625
167,-71.00736821517256,0.3710007965564728,0.395625
168,-80.62901212316143,0.3840148150920868,0.395
169,-70.8329786596853,0.39775925874710083,0.39437500000000003
170,-80.33362662318915,0.357125461101532,0.39375
171,-102.87623176519442,0.4035564661026001,0.393125
172,-98.82148385957976,0.36772215366363525,0.3925
173,-79.9098828556143,0.3339567184448242,0.391875
174,-84.14325156809151,0.37406080961227417,0.39125
175,-103.54010916659006,0.4171564280986786,0.390625
176,-77.0533996511741,0.39181920886039734,0.39
177,-78.2829509244917,0.41362783312797546,0.389375
178,-87.47223938787282,0.38813674449920654,0.38875
179,-94.82994170067036,0.3689986765384674,0.388125
180,-90.8380545674175,0.3847600817680359,0.3875
181,-97.5153801421329,0.3497547507286072,0.38687499999999997
182,-100.8618880558742,0.3751348853111267,0.38625
183,-64.87432225074255,0.3855654001235962,0.385625
184,-107.26795668267084,0.35128456354141235,0.385
185,-80.0181774955473,0.384645938873291,0.384375
186,-84.76134387784882,0.3525148630142212,0.38375
187,-68.26897004251924,0.44152140617370605,0.383125
188,-71.87619950342066,0.43753287196159363,0.3825
189,-73.73650524189291,0.4352623224258423,0.381875
190,-98.21324967197664,0.3541947603225708,0.38125
191,-72.8286085515324,0.4313729405403137,0.380625
192,-75.32200116373049,0.37162667512893677,0.38
193,-73.34954838657188,0.39781954884529114,0.379375
194,-61.18148464906768,0.3367571532726288,0.37875000000000003
195,-80.48385285169074,0.3317246735095978,0.378125
196,-95.11840923767134,0.3345837891101837,0.3775
197,-88.63027234793485,0.421295702457428,0.376875
198,-88.5640813005217,0.35612770915031433,0.37625
199,-74.67648242484009,0.2941628396511078,0.375625
200,-79.96811833056145,0.32588592171669006,0.375
201,-70.69202475649034,4.526976108551025,0.374375
202,-82.85307191233326,1.6386032104492188,0.37375
203,-100.00468214549909,0.8634331226348877,0.37312500000000004
204,-64.3848972180528,0.6526685357093811,0.3725
205,-83.04104072449579,0.6334201097488403,0.371875
206,-87.46404978075981,0.709399938583374,0.37124999999999997
207,-79.14739880513332,0.8649857044219971,0.370625
208,-89.00857675449551,0.8545822501182556,0.37
209,-102.68935903202478,0.7126351594924927,0.369375
210,-84.8322069822773,0.6766098141670227,0.36875
211,-75.9551161503805,0.6326720714569092,0.36812500000000004
212,-69.02448284679332,0.7322174310684204,0.3675
213,-54.93222521013375,0.6352083683013916,0.366875
214,-87.53132941443145,0.5883916616439819,0.36624999999999996
215,-77.52963102515906,0.5744495987892151,0.365625
216,-70.04694354185898,0.631291389465332,0.365
217,-65.23887457902613,0.6209115982055664,0.364375
218,-70.12194603597817,0.7269033193588257,0.36375
219,-88.81785433856957,0.6217636466026306,0.36312500000000003
220,-72.92513361818564,0.6135833859443665,0.3625
221,-57.1648643588885,0.5936824083328247,0.361875
222,-62.2325547382346,0.6121159195899963,0.36124999999999996
223,-110.11518064462855,0.5672288537025452,0.360625
224,-74.61204250925795,0.5325534343719482,0.36
225,-99.84124831588313,0.47529342770576477,0.359375
226,-74.8207243028745,0.585210382938385,0.35875
227,-72.64796417590516,0.515787661075592,0.358125
228,-77.53294203746037,0.5650727152824402,0.35750000000000004
229,-68.59963567698374,0.5078498721122742,0.356875
230,-94.04370058750764,0.4972756803035736,0.35625
231,-100.66861484571321,0.4579435884952545,0.35562499999999997
232,-120.148435033981,0.4698435068130493,0.355
233,-60.41409670319871,0.4497906267642975,0.354375
234,-81.79075301123937,0.48239684104919434,0.35375
235,-89.9921036912896,0.46286624670028687,0.353125
236,-76.32212659136286,0.49036672711372375,0.35250000000000004
237,-75.57978099567853,0.4597271978855133,0.351875
238,-77.21187037301227,0.4426291286945343,0.35125
239,-78.2968429535928,0.4149117171764374,0.35062499999999996
240,-86.16569907759502,0.5017057061195374,0.35
241,-85.98340691888016,0.42394113540649414,0.349375
242,-69.94736359548159,0.45619624853134155,0.34875
243,-90.10603192458458,0.4153907597064972,0.348125
244,-65.6512057608998,0.39656221866607666,0.34750000000000003
245,-80.8905349896427,0.44778063893318176,0.346875
246,-96.61756303055978,0.4226776659488678,0.34625
247,-66.56978137971842,0.47497037053108215,0.34562499999999996
248,-81.01339718318948,0.4050518572330475,0.345
249,-102.71820004516529,0.5119961500167847,0.344375
250,-105.62452487251004,0.4659520983695984,0.34375
251,-70.57005340349754,0.44583430886268616,0.343125
252,-86.30345496144534,0.4437267780303955,0.3425
253,-94.87424948050588,0.4335581362247467,0.34187500000000004
254,-87.26460324043474,0.42904195189476013,0.34125
255,-75.42982241206767,0.49510815739631653,0.340625
256,-90.95067540557052,0.43869689106941223,0.33999999999999997
257,-69.27418270238884,0.4540174603462219,0.339375
258,-62.7058261913315,0.41306108236312866,0.33875
259,-76.07860431306969,0.40530282258987427,0.338125
260,-109.01900372788346,0.4134087562561035,0.3375
261,-92.9313847437207,0.37099286913871765,0.33687500000000004
262,-84.81657372984373,0.3801847994327545,0.33625
263,-79.81430438291832,0.3873146176338196,0.335625
264,-66.8709892597513,0.34871482849121094,0.33499999999999996
265,-71.96701329054872,0.35702255368232727,0.334375
266,-78.62270695445919,0.3621252775192261,0.33375
267,-59.46527946258667,0.3315631151199341,0.333125
268,-83.96407451138484,0.35167011618614197,0.3325
269,-85.70885192737862,0.3442891836166382,0.33187500000000003
270,-67.37287696941758,0.31216371059417725,0.33125
271,-87.82701773456157,0.3507675528526306,0.330625
272,-66.35548392348618,0.349473237991333,0.32999999999999996
273,-53.94716855563828,0.35539406538009644,0.329375
274,-90.17657295517492,0.31324878334999084,0.32875
275,-92.57939995824616,0.3249485194683075,0.328125
276,-84.26715883076466,0.33300817012786865,0.3275
277,-74.46006195850028,0.31066474318504333,0.326875
278,-98.22283090202053,0.3452383875846863,0.32625000000000004
279,-77.17447455033067,0.3729889690876007,0.325625
280,-55.56251478341136,0.3616268038749695,0.325
281,-55.868731852894,0.351606547832489,0.32437499999999997
282,-73.03087259576691,0.3737219572067261,0.32375
283,-56.57245297894259,0.39152243733406067,0.323125
284,-92.21608795880131,0.35308659076690674,0.3225
285,-65.97189013890672,0.36468905210494995,0.321875
286,-78.44051915749631,0.3421803414821625,0.32125000000000004
287,-62.64531482148948,0.3240183889865875,0.320625
288,-62.1132670218208,0.3370528817176819,0.32
289,-67.3636958918145,0.34177500009536743,0.31937499999999996
290,-71.35905958696372,0.28758031129837036,0.31875
291,-53.203369919237105,0.2716235816478729,0.318125
292,-101.42230087432225,0.2998964488506317,0.3175
293,-82.88452461224703,0.283880352973938,0.316875
294,-81.31013802246385,0.3583919107913971,0.31625000000000003
295,-87.41405962652331,0.3313572406768799,0.315625
296,-86.98188525652785,0.36371734738349915,0.315
297,-72.28456672346555,0.3530997931957245,0.31437499999999996
298,-122.55185357139436,0.3827347457408905,0.31375
299,-84.61579690133712,0.38565871119499207,0.313125
300,-88.68054479541215,0.42551711201667786,0.3125
301,-56.15681162884976,0.41966646909713745,0.311875
302,-89.17211649883323,0.42443567514419556,0.31125
303,-73.41498699928027,0.35748133063316345,0.31062500000000004
304,-107.02604597203477,0.3665272891521454,0.31
305,-82.81588069786763,0.33854565024375916,0.309375
306,-100.40262542838363,0.29461055994033813,0.30874999999999997
307,-59.69091893373595,0.3059457838535309,0.308125
308,-67.01612849280215,0.29249000549316406,0.3075
309,-100.4470948981091,0.28793683648109436,0.306875
310,-55.404589833557196,0.2799661457538605,0.30625
311,-87.67619946342495,0.2590182423591614,0.30562500000000004
312,-83.058802959278,0.2941057085990906,0.305
313,-90.45974274368537,0.2685900926589966,0.304375
314,-66.44748618011582,0.29318833351135254,0.30374999999999996
315,-101.16994968015362,0.30447983741760254,0.303125
316,-117.21129889676634,0.29586437344551086,0.3025
317,-81.48106898479347,0.27417317032814026,0.301875
318,-97.33515203587899,0.3195757567882538,0.30125
319,-97.29992853570279,0.3003973364830017,0.30062500000000003
320,-60.828328285996996,0.27830302715301514,0.3
321,-86.67608330952675,0.2833077609539032,0.299375
322,-112.68070706662307,0.32710006833076477,0.29874999999999996
323,-84.2581709328863,0.28995466232299805,0.298125
324,-50.43589827776766,0.2643793225288391,0.2975
325,-87.47761358746689,0.32089024782180786,0.296875
326,-88.25592428950976,0.29554876685142517,0.29625
327,-59.384577890536185,0.262204647064209,0.295625
328,-79.69843240985551,0.3283773362636566,0.29500000000000004
329,-115.59415590041971,0.2751394510269165,0.294375
330,-86.37035293117361,0.25295278429985046,0.29375
331,-111.744336013732,0.2595415413379669,0.29312499999999997
332,-104.5822815406202,0.2823595404624939,0.2925
333,-49.63811043491956,0.2851141691207886,0.291875
334,-135.6527077914721,0.2956239879131317,0.29125
335,-63.38589802554671,0.26191115379333496,0.290625
336,-85.1422560709353,0.3167268931865692,0.29000000000000004
337,-142.940189449467,0.26281920075416565,0.289375
338,-111.37429995999135,0.2859525978565216,0.28875
339,-175.44876192146253,0.2713366746902466,0.28812499999999996
340,-104.87950886181035,0.26491403579711914,0.2875
341,-236.81897486815086,0.292141854763031,0.286875
342,-180.96132244559882,0.24052293598651886,0.28625
343,-171.54076150497738,0.3238922953605652,0.285625
344,-148.80429243404498,0.31258970499038696,0.28500000000000003
345,-200.86096139223326,0.2896459996700287,0.284375
346,-221.6651628448348,0.40647971630096436,0.28375
347,-136.5084282890037,0.4562819004058838,0.28312499999999996
348,-102.66873574526728,0.3745594620704651,0.2825
349,-74.32215787044875,0.483305424451828,0.281875
350,-152.08757215480017,0.6564067602157593,0.28125
351,-116.73764062795142,0.5115470290184021,0.280625
352,-140.49675175025877,0.3457460105419159,0.28
353,-145.04441381615308,0.37626582384109497,0.27937500000000004
354,-145.25055351366683,0.46788227558135986,0.27875
355,-61.434625106632595,0.531344473361969,0.278125
356,-61.01512045353708,0.41008874773979187,0.27749999999999997
357,-188.8275405594551,0.43455827236175537,0.276875
358,-181.09319874932802,0.40211546421051025,0.27625
359,-134.10109955949952,0.33945155143737793,0.275625
360,-222.00479379156633,0.3859878182411194,0.275
361,-141.80839942853066,0.402445912361145,0.27437500000000004
362,-165.4749626788457,0.3844212591648102,0.27375
363,-134.41359061546348,0.4060584604740143,0.273125
364,-147.06172418684292,0.3506799042224884,0.27249999999999996
365,-136.73985791544408,0.36803263425827026,0.271875
366,-123.50847279244958,0.3416057527065277,0.27125
367,-114.8696064344367,0.2749468982219696,0.270625
368,-104.25948348656789,0.3917078673839569,0.27
369,-100.34151054474385,0.3553042411804199,0.26937500000000003
370,-195.74708234066352,0.32847464084625244,0.26875
371,-101.42287128573328,0.36992210149765015,0.268125
372,-170.15538827462532,0.4030880331993103,0.26749999999999996
373,-96.28038489773557,0.3497213125228882,0.266875
374,-193.73753972192068,0.36256179213523865,0.26625
375,-70.22302922652695,0.3592238128185272,0.265625
376,-114.19994809045012,0.3710820972919464,0.265
377,-103.90800731957552,0.46443501114845276,0.264375
378,-131.66848457834462,0.31997808814048767,0.26375000000000004
379,-163.28666562197657,0.39349448680877686,0.263125
380,-86.20826851494712,0.32611966133117676,0.2625
381,-87.62958945607076,0.34224438667297363,0.26187499999999997
382,-50.79261744000154,0.34643837809562683,0.26125
383,-122.72957686348975,0.2920578420162201,0.260625
384,-149.5692046755898,0.3121797740459442,0.26
385,-112.93898001160721,0.3537774384021759,0.259375
386,-159.1829281375836,0.3584359586238861,0.25875000000000004
387,-62.729910416842046,0.3996710777282715,0.258125
388,-186.21147947630556,0.41311484575271606,0.2575
389,-64.57317634065538,0.4230128526687622,0.25687499999999996
390,-59.00578398550898,0.3680952787399292,0.25625
391,-136.0866757446164,0.3778180181980133,0.255625
392,-98.44045765638442,0.4284571707248688,0.255
393,-85.84783813508412,0.46129974722862244,0.254375
394,-102.75683539029926,0.42789024114608765,0.25375000000000003
395,-100.81954267497655,0.393272340297699,0.253125
396,-98.41647299054475,0.325891375541687,0.2525
397,-88.54086488038243,0.33236825466156006,0.25187499999999996
398,-118.0107939243525,0.28316351771354675,0.25125
399,-54.446014127925984,0.24269910156726837,0.250625
400,-75.27348983748016,0.30913451313972473,0.25
401,-96.28954719863505,3.077314615249634,0.249375
402,-92.21384386108794,1.4686763286590576,0.24875000000000003
403,-49.51018322282513,1.0786781311035156,0.24812499999999998
404,-80.40117921739659,1.0263617038726807,0.2475
405,-126.70403764054853,1.0609997510910034,0.246875
406,-57.34436558133119,0.7716252207756042,0.24625000000000002
407,-71.40363603062606,0.9361817240715027,0.24562499999999998
408,-155.05360128029238,1.156503438949585,0.245
409,-50.518179316101104,0.9464026689529419,0.244375
410,-50.248784686866614,0.8461461663246155,0.24375000000000002
411,-160.44903902434726,0.8159444332122803,0.24312499999999998
412,-67.00264686977839,0.7320593595504761,0.2425
413,-124.27797528605335,0.7889747023582458,0.241875
414,-62.680195857718886,0.6536218523979187,0.24125000000000002
415,-135.61611508180545,0.7735567092895508,0.24062499999999998
416,-129.46437997366561,0.894512951374054,0.24
417,-63.828212237630126,0.7330456376075745,0.239375
418,-136.73941130622424,1.0587265491485596,0.23875000000000002
419,-71.95139096482032,0.6888759136199951,0.23812499999999998
420,-109.62687004780592,0.8430265188217163,0.2375
421,-60.13411092002445,0.7271025776863098,0.236875
422,-57.770104291070176,0.7167602777481079,0.23625000000000002
423,-100.03176293742115,0.7672631740570068,0.23562499999999997
424,-70.680712489901,0.6417800188064575,0.235
425,-89.2759016010375,0.6342549920082092,0.234375
426,-65.91616656002107,0.6807164549827576,0.23375
427,-86.26143705100228,0.6283048391342163,0.23312500000000003
428,-49.25694761657929,0.531038224697113,0.23249999999999998
429,-68.76678692277088,0.5381081104278564,0.231875
430,-58.19342931206701,0.524613082408905,0.23125
431,-46.87316546702221,0.5082178115844727,0.23062500000000002
432,-89.03148783838313,0.5615980625152588,0.22999999999999998
433,-63.48973723030737,0.5536770224571228,0.229375
434,-85.3648361260368,0.5598467588424683,0.22875
435,-41.2277047825027,0.5216599106788635,0.22812500000000002
436,-89.55283109317243,0.599665105342865,0.22749999999999998
437,-80.52279575609678,0.597324550151825,0.226875
438,-46.5656820831626,0.4333961009979248,0.22625
439,-53.373570983244285,0.5068677067756653,0.22562500000000002
440,-69.97940152686631,0.5049711465835571,0.22499999999999998
441,-61.367091913061735,0.45888110995292664,0.224375
442,-42.123085616888574,0.6073974967002869,0.22375
443,-55.64268714444739,0.5369853377342224,0.22312500000000002
444,-42.480386782835396,0.5117000341415405,0.22249999999999998
445,-58.07354854064495,0.4599900245666504,0.221875
446,-46.520861823348056,0.4822162389755249,0.22125
447,-64.0404860656437,0.41426679491996765,0.22062500000000002
448,-53.57147707157206,0.47328829765319824,0.21999999999999997
449,-46.81405904995178,0.4439481496810913,0.219375
450,-76.93546435564765,0.40445616841316223,0.21875
451,-58.676652375871186,0.4275873899459839,0.218125
452,-76.32381593412785,0.49768656492233276,0.21750000000000003
453,-46.82338909339283,0.45235851407051086,0.21687499999999998
454,-57.53226430572927,0.4226875603199005,0.21625
455,-45.840960925748156,0.4091776907444,0.215625
456,-51.65947428660144,0.4324992299079895,0.21500000000000002
457,-47.46429827082569,0.4287661910057068,0.21437499999999998
458,-79.4152126537793,0.4395641088485718,0.21375
459,-46.26097226034029,0.4716539680957794,0.213125
460,-55.71412928992798,0.4080870747566223,0.21250000000000002
461,-45.82231052522201,0.3967961370944977,0.21187499999999998
462,-51.73262320684813,0.36392855644226074,0.21125
463,-50.18965600796288,0.4006108045578003,0.210625
464,-46.405476073366955,0.407476544380188,0.21000000000000002
465,-44.174679823046276,0.4022366404533386,0.20937499999999998
466,-58.37486542528447,0.3946845531463623,0.20875
467,-46.62768378016287,0.35548853874206543,0.208125
468,-44.1185422199047,0.33856698870658875,0.20750000000000002
469,-45.65317036753747,0.38853681087493896,0.20687499999999998
470,-46.96064955280399,0.35744330286979675,0.20625
471,-41.34181189659441,0.3449156880378723,0.205625
472,-45.65510342149185,0.3384241461753845,0.20500000000000002
473,-43.7631645580336,0.325865775346756,0.20437499999999997
474,-44.94131616147923,0.37886643409729004,0.20375
475,-43.03448661135433,0.3536522686481476,0.203125
476,-41.333314962262556,0.44414639472961426,0.2025
477,-51.540475555099924,0.3677995800971985,0.20187500000000003
478,-46.497196581869545,0.42098167538642883,0.20124999999999998
479,-45.98103331002362,0.4131448268890381,0.200625
480,-46.33021701251542,0.39700716733932495,0.2
481,-43.45761110966181,0.43314823508262634,0.19937500000000002
482,-48.00101549838071,0.46463558077812195,0.19874999999999998
483,-42.974184253752725,0.45199477672576904,0.198125
484,-55.11017262346013,0.42065316438674927,0.1975
485,-49.85783429619954,0.3623885214328766,0.19687500000000002
486,-44.25432796746723,0.3518035113811493,0.19624999999999998
487,-41.622744741459265,0.36123672127723694,0.195625
488,-41.34605364374939,0.35466471314430237,0.195
489,-57.74999960771379,0.3460157811641693,0.19437500000000002
490,-45.10135485012028,0.38053083419799805,0.19374999999999998
491,-59.30335938563485,0.4250471293926239,0.193125
492,-44.909007968492574,0.3699670135974884,0.1925
493,-51.23758090800795,0.3198424279689789,0.19187500000000002
494,-45.80675428939878,0.3145517408847809,0.19124999999999998
495,-41.62278021323198,0.3041697144508362,0.190625
496,-44.16535079120726,0.28438180685043335,0.19
497,-48.21558390969595,0.3042011559009552,0.18937500000000002
498,-48.99994715001622,0.29987582564353943,0.18874999999999997
499,-43.76083050199005,0.2973617911338806,0.188125
500,-47.80128457825824,0.27403703331947327,0.1875
501,-43.060318834948895,0.28727930784225464,0.186875
502,-43.94901949300044,0.2789143919944763,0.18625000000000003
503,-43.854776573907344,0.2868570387363434,0.18562499999999998
504,-53.34346480739325,0.29686227440834045,0.185
505,-51.083884553467115,0.269065797328949,0.184375
506,-45.408359966675135,0.2524568736553192,0.18375000000000002
507,-41.10395182944198,0.30589357018470764,0.18312499999999998
508,-41.59993989131178,0.29200825095176697,0.1825
509,-45.05222827760287,0.2952444553375244,0.181875
510,-45.78878155391474,0.3284299969673157,0.18125000000000002
511,-50.48317395108028,0.30323493480682373,0.18062499999999998
512,-39.56562394821674,0.33562931418418884,0.18
513,-45.26396817619543,0.30457958579063416,0.179375
514,-47.98621532804814,0.2940730154514313,0.17875000000000002
515,-42.19480843031928,0.2901909649372101,0.17812499999999998
516,-52.55641681770855,0.2733244299888611,0.1775
517,-82.96608357547365,0.2923485040664673,0.176875
518,-51.05765569843248,0.3119761645793915,0.17625000000000002
519,-46.25241213752289,0.30646491050720215,0.17562499999999998
520,-59.426853305657595,0.3658106327056885,0.175
521,-43.353577506329074,0.36187174916267395,0.174375
522,-42.81458666271452,0.3960690200328827,0.17375000000000002
523,-45.59268163132863,0.36612460017204285,0.17312499999999997
524,-40.16749166721286,0.3915398120880127,0.1725
525,-44.57022793316424,0.3489210307598114,0.171875
526,-45.62691564880835,0.37123557925224304,0.17125
527,-44.06880433627193,0.34244483709335327,0.17062500000000003
528,-48.47290012137675,0.32245200872421265,0.16999999999999998
529,-51.58311324808167,0.28045034408569336,0.169375
530,-47.77687606340683,0.272807776927948,0.16875
531,-39.241575975227576,0.2974957823753357,0.16812500000000002
532,-52.073591394985186,0.25142741203308105,0.16749999999999998
533,-45.9113521362197,0.2307404726743698,0.166875
534,-44.60971484406838,0.27954530715942383,0.16625
535,-48.33610410227841,0.27872517704963684,0.16562500000000002
536,-50.33402794870305,0.2564848065376282,0.16499999999999998
537,-46.8189548796905,0.25993192195892334,0.164375
538,-52.586070995736115,0.25746914744377136,0.16375
539,-41.79086978359101,0.24951599538326263,0.16312500000000002
540,-45.83675695802397,0.24282962083816528,0.16249999999999998
541,-49.305420785655805,0.23262378573417664,0.161875
542,-42.57534776645804,0.26530155539512634,0.16125
543,-42.61923392130893,0.24025145173072815,0.16062500000000002
